mailto:athens@plasis.com.gr,PLASIS REAL ESTATE AND DEVELOPMENT,Ακίνητα – Καταστήματα – Γραφεία - Ακίνητα Εισοδήματος - Τουριστικά Ακίνητα - Μελέτες Εκτιμήσεων - Ασφάλιση Ακίνητης Περιουσίας - Χρηματοοικονομικές Μελέτες - Απόκτηση Ακίνητης Περιουσίας - Προβολή Ακινήτων - Πανελλαδική Έρευνα Στην Αγορά Ακινήτων - Ενοικιάσεις Ακινήτων,"Ομήρου 6, Αθήνα - Σύνταγμα, 10564, ΑΤΤΙΚΗΣ",2103224225
https://www.vrisko.gr/email/emailCompany/1/1d3g711ea_417i3j731j2k_3d203ch60/FreeListing,IRG PRO INVESTMENT AND RESIDENCY,Μεσιτικό Γραφείο,"Σκουφά 59, Αθήνα - Κολωνάκι, 10672, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2103639934
https://www.vrisko.gr/email/emailCompany/1/1c45ba4k0k5h7_24720ice015kb05k70/FreeListing,LIVE HOME REAL ESTATE (Αγαπίδης Παναγιώτης Γ.),Μεσιτικό Γραφείο,"Πλατεία Ομονοίας 12, Αθήνα, 10431, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2114087945
https://www.vrisko.gr/email/emailCompany/1/2c4g4f302h4_6_ag4a2c0c_62f66bbb2/FreeListing,BRODYN - ΔΥΝΑΜΙΚΟΙ ΜΕΣΙΤΕΣ ΑΣΦΑΛΙΣΕΩΝ ΚΑΙ ΑΝΤΑΣΦΑΛΙΣΕΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ,Μεσίτες Ασφαλίσεων,"Ομήρου 34, Αθήνα - Κολωνάκι, 10672, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2109243233
Δικαίου Κλεάνθη - Αλεξάνδρα Δ.,Μεσιτικό Γραφείο,"Ευφρονίου 8Α, Αθήνα - Παγκράτι, 11634, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2107299370
https://www.vrisko.gr/email/emailCompany/1/ce0e24dc5aa05d311f234g7b027e5g6f/FreeListing,ΟΙΚΙΣΤΙΚΗ (Δόξας Χρήστος),Μεσιτικό Γραφείο,"Κυψέλης 98, Αθήνα - Κυψέλη, 11363, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2108250993
https://www.vrisko.gr/email/emailCompany/1/4713c44h1i5c4e2e1a50b1aja65i6a_5/FreeListing,Κανακίδης Αναστάσιος Ι.,Μεσιτικό Γραφείο,"Λουκιανού 31, Αθήνα - Κολωνάκι, 10675, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2107209905
https://www.vrisko.gr/email/emailCompany/1/ae_b064hd13f50ckaiae3202_65g5ab3/FreeListing,BEST CONNECTION (Χορταριάς Αθανάσιος Κ.),Κτηματομεσιτικό Γραφείο,"Γλάδστωνος 3, Αθήνα, 10677, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2103303505
https://www.vrisko.gr/email/emailCompany/1/ad1j6760aiab6k0c_k4j1i2cacdf4_7e/FreeListing,Γκιόκας Νικόλαος Α.,Μεσιτικό Γραφείο,"Σταδίου 61, Αθήνα - Ομόνοια, 10551, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2103312692
https://www.vrisko.gr/email/emailCompany/1/c60a4_2c0_111id21k1k345e2idf322_/FreeListing,GRAND ESTATE (Χανιώτης Ιωάννης),Μεσιτικό Γραφείο,"Δράκου 6, Αθήνα - Κουκάκι, 11742, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2109229965
https://www.vrisko.gr/email/emailCompany/1/74cica40debf24babf52_4ca6bb22g3e/FreeListing,BEE CAPITAL REAL ESTATE - BLUE TERRA IKE,Κτηματομεσιτικές Υπηρεσίες,"Μιχαλακοπούλου 4, Πλησίον Ξενοδοχείου Hilton, Αθήνα, 11528, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2107257561
https://www.vrisko.gr/email/emailCompany/1/13ca675k3i5h_c0242554_a0404g4h2h/FreeListing,ΠΑΝΟΡΑΜΑ REAL ESTATE (Γκιζελή Αγγελίνα Α.),Μεσιτικό Γραφείο,"Κρίσσης 4, Αθήνα - Κυψέλη, 11364, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2108626188
https://www.vrisko.gr/email/emailCompany/1/114bbb7k447jajb16d6f0e7_40b_1a04/FreeListing,MAGNET REAL ESTATE (Ανδρεαδάκης Παναγιώτης Κ.),Κτηματομεσιτικό Γραφείο,"Λεωφόρος Συγγρού Ανδρέα 19, 4ος 'Οροφος, Αθήνα, 11743, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2109200222
https://www.vrisko.gr/email/emailCompany/1/5i6e0e_2ak4_7c133_5h272j1k_1c36h/FreeListing,SAFE WEALTH (Γιαννέτσος Ιωάννης Α.),Μεσίτες Ασφαλίσεων,"Λεωφόρος Αθηνών 71, Αθήνα, 10447, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2109766900
ΚΤΗΜΑΤΙΚΗ ΑΕ,Κτηματομεσιτική Εταιρία,"Λυκαβηττού 2, Αθήνα - Κολωνάκι, 10671, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2103601036
https://www.vrisko.gr/email/emailCompany/1/0h201567bh2c26_265304c3k7e5ga_c3/FreeListing,FORTUNE REALTY IKE,Μεσιτικό Γραφείο,"Λεωφόρος Βασιλίσσης Σοφίας 21, Αθήνα - Κολωνάκι, 10674, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2103389000
https://www.vrisko.gr/email/emailCompany/1/527j2e177gd7_65e1i114hci6h227156/FreeListing,Καραμήτσου - Θεοδωρακοπούλου Δέσποινα Γ.,Μεσιτικό Γραφείο,"Μικράς Ασίας 12, Αθήνα - Ιλίσια, 11527, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2107488018
https://www.vrisko.gr/email/emailCompany/1/c52g4fad2ecdc25e_65a_30h2_42c2b1/FreeListing,REAL ESTATE GREEK ISLANDS (Φραγκίσκος Πέτρος Γ.),Κτηματομεσιτικό Γραφείο,"Λεωσθένους 10, Αθήνα, 11631, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2109020548
KLEPIERRE ΔΙΑΧΕΙΡΙΣΗ ΑΚΙΝΗΤΩΝ ΕΛΛΑΣ ΑΕ,Εταιρία Διαχείρισης Ακινήτων,"Λεωφόρος Κηφισίας 28, Αθήνα - Αμπελόκηποι, 11526, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2107471030
ΕΜΠΟΡΙΚΗ ΑΚΙΝΗΤΗΣ ΠΕΡΙΟΥΣΙΑΣ ΑΕ,Διαχείριση Ακινήτων,"Αιόλου 72, Αθήνα, 10555, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2103318392
https://www.vrisko.gr/email/emailCompany/1/4e41424_df4a4a5d5a7ec21641_4_474/FreeListing,Λιάπης Ιωάννης Θ.,Μεσιτικό Γραφείο,"Καρύστου 20, Αθήνα - Αμπελόκηποι, 11524, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2106980015
https://www.vrisko.gr/email/emailCompany/1/13a6bi16b076b03b6a3742ag217f_b2k/FreeListing,CITY ΜΕΣΙΤΕΣ ΑΣΦΑΛΙΣΕΩΝ ΑΕ,Μεσίτες Ασφαλίσεων,"Μιχαλακοπούλου 125 & Βερβαινών 14, Αθήνα - Αμπελόκηποι, 11527, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2107773100
https://www.vrisko.gr/email/emailCompany/1/3i366ab63a_25eaf4j033e350bcf1f44/FreeListing,ΕΛΛΗΝΙΚΟ ΚΕΝΤΡΟ ΑΚΙΝΗΤΩΝ - ΕΛΛΗΚΑ - ΑΞΑΡΛΗΣ ΒΑΣΙΛΕΙΟΣ ΚΑΙ ΣΙΑ ΕΕ,Κτηματομεσιτικό Γραφείο,"Αιγηιδών 19, Αθήνα, 11853, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2103470654
ΚΟΚΚΙΝΟΣ ΛΑΜΠΡΟΣ INSURANCE BROKERS ΑΕ,Μεσίτες Ασφαλίσεων,"Ερμού 44, Αθήνα, 10563, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2103253843
https://www.vrisko.gr/email/emailCompany/1/5ib5cj6j2acjc52iac_1a34ac5_kd7bh/FreeListing,MINCHEMED SA,Κτηματομεσιτικές Εργασίες,"Αινιάνος 8, Αθήνα - Πεδίο Άρεως, 10434, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2103617290
ΜΩΥΣΙΑΔΗΣ Π ΚΑΙ ΣΥΝΕΡΓΑΤΕΣ (Μωυσιάδης Παντελεήμων Π.),Κτηματομεσιτικό Γραφείο,"Λεωφόρος Βασιλίσσης Σοφίας 133, Αθήνα, 11521, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2106464314
https://www.vrisko.gr/email/emailCompany/1/7j1_a7_e4j3k1a60aj_0_c4ab_c237af/FreeListing,GP AGENTS AE,Ασφαλιστικοί Πράκτορες,"Βουλής 7, Αθήνα - Σύνταγμα, 10562, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2111820703
https://www.vrisko.gr/email/emailCompany/1/_h207223_43jc_dg53b52e7667d_401i/FreeListing,EXCLUSIVE INSURANCES - ΠΑΠΑΔΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ ΕΠΕ,Πρακτορείο Ασφαλειών,"Λεωφόρος Βουλιαγμένης 99-101, Αθήνα - Νέος Κόσμος, 11636, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2107230406
https://www.vrisko.gr/email/emailCompany/1/cdd7_ba5bh35b120315a2k5f45be6156/FreeListing,DELFI REAL ESTATE,Μεσιτικό Γραφείο,"Σταδίου 7, Αθήνα, 10562, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2168001799
https://www.vrisko.gr/email/emailCompany/1/473eaiad_7c6dda1_14a3j_36ibhcfda/FreeListing,COSTANA ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ,Εκμετάλλευση και Διαχείριση Ακινήτων,"Καρνεάδου 15, Αθήνα - Κολωνάκι, 10675, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2114057163
https://www.vrisko.gr/email/emailCompany/1/56d2_g05__6k342c2167142_634_c051/FreeListing,ΤΡΙΑΝΤΑΦΥΛΛΟΣ ΚΟΝΙΑΚΟΣ ΚΑΙ ΣΙΑ ΕΕ,Διαχείριση Ακινήτων,"Μετσόβου 5, Αθήνα, 10682, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2108238005
https://www.vrisko.gr/email/emailCompany/1/5hccbe5ecg0fb07h51c5541haa6f6j4d/FreeListing,Ζαρκάδας Χρήστος Σ.,Μεσιτικό Γραφείο,"Αιγινήτου Διονυσίου 22, Αθήνα - Ιλίσια, 11528, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2107298781
https://www.vrisko.gr/email/emailCompany/1/c4ad_g2h1dcd57315a225634_h4gaa__/FreeListing,TOP HOUZZING PROPERTIES ΕΕ,Εκμετάλλευση Ακινήτων,"Τσακάλωφ 38-40, Αθήνα - Κολωνάκι, 10673, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2107211777
https://www.vrisko.gr/email/emailCompany/1/0cd172a3013h5k10_1ak5h_2036d5k3a/FreeListing,ΚΡΙΣΤΑ ΚΡΕΒΕΖΗ ΚΑΙ ΣΥΝΕΡΓΑΣΤΕΣ (Κρεβεζή Χρυσούλα Σ.),Μεσιτικό Γραφείο,"Κυψέλης 74, Αθήνα - Κυψέλη, 11362, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2107702820
https://www.vrisko.gr/email/emailCompany/1/5e0d2061b20f74ca3jd32_0a14170d_b/FreeListing,Αλεξανδράκης Γεώργιος Ι.,Μεσιτικό Γραφείο,"Αγίου Αντωνίου 7, Αθήνα, 11142, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2102236997
https://www.vrisko.gr/email/emailCompany/1/a74i4a2fab_ba__673_h_41a74dab06a/FreeListing,Καπέλλη - Τατάκη Ελένη Κ.,Μεσιτικό Γραφείο,"Μπόχαλη 8, Αθήνα, 11476, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2106436331
https://www.vrisko.gr/email/emailCompany/1/af3j_f7437655dc4250bbh7i25ag2cd7/FreeListing,NEW PRESTIGE,Μεσιτικό Γραφείο,"Αλωπεκής 24, Αθήνα - Κολωνάκι, 10675, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2107783850
https://www.vrisko.gr/email/emailCompany/1/66c1ca0_aea56ebi04471e6_b4674i4i/FreeListing,UNIVERSE ART LTD (Πλακιάς Παναγιώτης Β.),Μεσιτικό Γραφείο,"Λεωφόρος Μεσογείων 82, Αθήνα - Αμπελόκηποι, 11527, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2107752050
https://www.vrisko.gr/email/emailCompany/1/d63dd46e5d01bi3c1f5i51b475ck0c5c/FreeListing,ANDROS MESITIKO KOZANITIS (Κοζανίτης Σταμάτιος Δ.),Μεσιτικό Γραφείο,"Επτανήσου & Μηθύμνης, Αθήνα - Κυψέλη, 11257, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2108626867
https://www.vrisko.gr/email/emailCompany/1/1ebj3g_i4fc6_63h73b23a_d147j40c3/FreeListing,ΠΡΟΤΑΣΗ REAL ESTATE (Αναγνώστου Αικατερίνη Γ.),Μεσιτικό Γραφείο,"Κυψέλης 23 & Ύδρας, Αθήνα - Κυψέλη, 11257, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2108210845
https://www.vrisko.gr/email/emailCompany/1/bh34_64acidg3hcb3j1kcg24727f7517/FreeListing,REMAX - HABITAT ΚΤΗΜΑΤΟΜΕΣΙΤΙΚΕΣ ΕΡΓΑΣΙΕΣ ΙΚΕ,Μεσιτικό Γραφείο,"Βουρνάζου 25, Αθήνα - Αμπελόκηποι, 11521, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2106433920
https://www.vrisko.gr/email/emailCompany/1/043i3eajbc162i325i_44g__0e5i1d23/FreeListing,FRONT LINE ΑΕ,Μεσίτες Ασφαλίσεων,"Στησιχόρου 8, Αθήνα, 10674, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2111019900
https://www.vrisko.gr/email/emailCompany/1/3f7g_72a3f4c624h0d12bi0_45ba6b_0/FreeListing,EAST TO WEST INVESTING REAL ESTATE,Μεσιτικό Γραφείο,"Λουκιανού 18, Αθήνα - Κολωνάκι, 10675, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2107216210
https://www.vrisko.gr/email/emailCompany/1/5k0k2h_h4a13c11_5322de14_07gd66c/FreeListing,ATTICA DIAMOND ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ,Αγοραπωλησίες - Διαχείριση Ακινήτων,"Λουκιανού 6, Αθήνα - Κολωνάκι, 10675, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2107259526
https://www.vrisko.gr/email/emailCompany/1/3i6j71b_570d4c7j34dbagai2c4615_g/FreeListing,ΑΘΗΝΑΪΚΗ ΚΤΗΜΑΤΟΜΕΣΙΤΙΚΗ - ΑΡΒΑΝΙΤΗΣ Σ ΚΑΙ ΣΙΑ ΕΕ,Μεσιτικό Γραφείο,"Αλκιμάχου 24 & Ιοφώντος, Όπισθεν Ξενοδοχείου Χίλτον, Αθήνα - Πλατεία Κάραβελ, 11634, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2107299500
https://www.vrisko.gr/email/emailCompany/1/010k0g16_5c1bc5537006i6dbb2_3401/FreeListing,DATA REALTY (Καρίμαλης Κωνσταντίνος),Μεσιτικό Γραφείο,"Μπενάκη Εμμανουήλ 24, Αθήνα - Εξάρχεια, 10678, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2103300100
https://www.vrisko.gr/email/emailCompany/1/1daf462a__1g2k6c_e451h2760d566c6/FreeListing,GREKODOM DEVELOPMENT ΑΕ,Μεσιτικό Γραφείο,"Νίκης 43, Αθήνα - Σύνταγμα, 10557, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2103254150
https://www.vrisko.gr/email/emailCompany/1/a146bjbe0h644k7_4a14be1c75_cd4c1/FreeListing,Κίτσιος Γεώργιος Δ.,Μεσιτικό Γραφείο,"Αινιάνος 10, Αθήνα - Πλατεία Βικτωρίας, 10434, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2108215900
https://www.vrisko.gr/email/emailCompany/1/76c2a1aj_433ag0k5k7f3i27633dda_a/FreeListing,ΖΗΤΑ ΑΕ,Εκμετάλλευση Ακινήτων,"Πλουτάρχου 5, Αθήνα, 10675, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2103455536
https://www.vrisko.gr/email/emailCompany/1/ci35_b_0176abfbg443e3hai6hc5263i/FreeListing,CITYVALUE REAL ESTATE,"Ακαδημίας 15, 5ος Όροφος, Αθήνα - Κολωνάκι, 10671, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2110131513
ΝΑΥΤΙΛΙΑΚΕΣ ΚΑΙ ΚΤΗΜΑΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΘΗΝΩΝ ΑΕ,Εταιρία Εκμετάλλευσης Ακινήτων,"Ομήρου 18, Αθήνα - Κολωνάκι, 10672, ΑΤΤΙΚΗΣ
Δες στον χάρτη",2103640190
